id,clasificacion,puntuacion,razon_principal
PROC03733,Manual,0,Proceso estándar
PROC03734,Manual,0,Proceso estándar
PROC03735,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03736,Revisión,2,Múltiples errores (2)
PROC03737,Manual,0,Proceso estándar
PROC03738,Revisión,2,Múltiples errores (2)
PROC03739,Manual,0,Proceso estándar
PROC03740,Manual,0,Proceso estándar
PROC03741,Manual,0,Proceso estándar
PROC03742,Manual,0,Proceso estándar
PROC03743,Manual,0,Proceso estándar
PROC03744,Manual,0,Proceso estándar
PROC03745,Manual,0,Proceso estándar
PROC03746,Manual,0,Proceso estándar
PROC03747,Manual,0,Proceso estándar
PROC03748,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03749,Manual,0,Proceso estándar
PROC03750,Manual,0,Proceso estándar
PROC03751,Manual,0,Proceso estándar
PROC03752,Manual,0,Proceso estándar
PROC03753,Manual,0,Proceso estándar
PROC03754,Manual,0,Proceso estándar
PROC03755,Manual,0,Proceso estándar
PROC03756,Manual,0,Proceso estándar
PROC03757,Manual,0,Proceso estándar
PROC03758,Revisión,2,Múltiples errores (2)
PROC03759,Manual,0,Proceso estándar
PROC03760,Manual,0,Proceso estándar
PROC03761,Manual,0,Proceso estándar
PROC03762,Manual,0,Proceso estándar
PROC03763,Manual,0,Proceso estándar
PROC03764,Revisión,2,Múltiples errores (2)
PROC03765,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03766,Manual,0,Proceso estándar
PROC03767,Manual,0,Proceso estándar
PROC03768,Manual,0,Proceso estándar
PROC03769,Manual,0,Proceso estándar
PROC03770,Revisión,2,Múltiples errores (2)
PROC03771,Revisión,2,Múltiples errores (2)
PROC03772,Manual,0,Proceso estándar
PROC03773,Revisión,2,Múltiples errores (3)
PROC03774,Manual,0,Proceso estándar
PROC03775,Manual,0,Proceso estándar
PROC03776,Manual,0,Proceso estándar
PROC03777,Manual,0,Proceso estándar
PROC03778,Manual,0,Proceso estándar
PROC03779,Manual,0,Proceso estándar
PROC03780,Manual,0,Proceso estándar
PROC03781,Manual,0,Proceso estándar
PROC03782,Manual,0,Proceso estándar
PROC03783,Manual,0,Proceso estándar
PROC03784,Manual,0,Proceso estándar
PROC03785,Manual,0,Proceso estándar
PROC03786,Manual,0,Proceso estándar
PROC03787,Manual,0,Proceso estándar
PROC03788,Manual,0,Proceso estándar
PROC03789,Manual,0,Proceso estándar
PROC03790,Manual,0,Proceso estándar
PROC03791,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03792,Manual,0,Proceso estándar
PROC03793,Manual,1,Prioridad Urgente
PROC03794,Manual,0,Proceso estándar
PROC03795,Manual,0,Proceso estándar
PROC03796,Manual,0,Proceso estándar
PROC03797,Manual,0,Proceso estándar
PROC03798,Manual,0,Proceso estándar
PROC03799,Manual,0,Proceso estándar
PROC03800,Manual,0,Proceso estándar
PROC03801,Manual,0,Proceso estándar
PROC03802,Manual,0,Proceso estándar
PROC03803,Manual,0,Proceso estándar
PROC03804,Manual,0,Proceso estándar
PROC03805,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03806,Revisión,2,Múltiples errores (2)
PROC03807,Manual,0,Proceso estándar
PROC03808,Manual,0,Proceso estándar
PROC03809,Manual,0,Proceso estándar
PROC03810,Manual,0,Proceso estándar
PROC03811,Manual,0,Proceso estándar
PROC03812,Manual,0,Proceso estándar
PROC03813,Manual,0,Proceso estándar
PROC03814,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03815,Manual,0,Proceso estándar
PROC03816,Manual,0,Proceso estándar
PROC03817,Manual,0,Proceso estándar
PROC03818,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03819,Manual,0,Proceso estándar
PROC03820,Manual,0,Proceso estándar
PROC03821,Manual,0,Proceso estándar
PROC03822,Manual,0,Proceso estándar
PROC03823,Manual,0,Proceso estándar
PROC03824,Manual,0,Proceso estándar
PROC03825,Manual,0,Proceso estándar
PROC03826,Manual,0,Proceso estándar
PROC03827,Manual,1,Prioridad Urgente
PROC03828,Manual,0,Proceso estándar
PROC03829,Manual,0,Proceso estándar
PROC03830,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03831,Manual,0,Proceso estándar
PROC03832,Manual,0,Proceso estándar
PROC03833,Manual,0,Proceso estándar
PROC03834,Manual,0,Proceso estándar
PROC03835,Manual,0,Proceso estándar
PROC03836,Manual,0,Proceso estándar
PROC03837,Manual,0,Proceso estándar
PROC03838,Manual,0,Proceso estándar
PROC03839,Manual,0,Proceso estándar
PROC03840,Manual,0,Proceso estándar
PROC03841,Manual,0,Proceso estándar
PROC03842,Manual,0,Proceso estándar
PROC03843,Revisión,2,Múltiples errores (2)
PROC03844,Manual,0,Proceso estándar
PROC03845,Manual,0,Proceso estándar
PROC03846,Manual,0,Proceso estándar
PROC03847,Manual,0,Proceso estándar
PROC03848,Revisión,2,Múltiples errores (2)
PROC03849,Manual,0,Proceso estándar
PROC03850,Manual,0,Proceso estándar
PROC03851,Manual,0,Proceso estándar
PROC03852,Manual,0,Proceso estándar
PROC03853,Manual,0,Proceso estándar
PROC03854,Manual,1,Prioridad Urgente
PROC03855,Manual,0,Proceso estándar
PROC03856,Manual,1,Prioridad Urgente
PROC03857,Manual,0,Proceso estándar
PROC03858,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03859,Revisión,2,Múltiples errores (2)
PROC03860,Manual,0,Proceso estándar
PROC03861,Manual,0,Proceso estándar
PROC03862,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03863,Manual,0,Proceso estándar
PROC03864,Manual,0,Proceso estándar
PROC03865,Manual,0,Proceso estándar
PROC03866,Manual,0,Proceso estándar
PROC03867,Manual,0,Proceso estándar
PROC03868,Manual,0,Proceso estándar
PROC03869,Manual,0,Proceso estándar
PROC03870,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03871,Manual,0,Proceso estándar
PROC03872,Manual,0,Proceso estándar
PROC03873,Manual,0,Proceso estándar
PROC03874,Manual,0,Proceso estándar
PROC03875,Manual,0,Proceso estándar
PROC03876,Manual,0,Proceso estándar
PROC03877,Manual,0,Proceso estándar
PROC03878,Manual,0,Proceso estándar
PROC03879,Manual,0,Proceso estándar
PROC03880,Manual,0,Proceso estándar
PROC03881,Manual,0,Proceso estándar
PROC03882,Manual,0,Proceso estándar
PROC03883,Manual,0,Proceso estándar
PROC03884,Manual,0,Proceso estándar
PROC03885,Manual,1,Prioridad Urgente
PROC03886,Manual,0,Proceso estándar
PROC03887,Manual,0,Proceso estándar
PROC03888,Manual,0,Proceso estándar
PROC03889,Manual,0,Proceso estándar
PROC03890,Manual,0,Proceso estándar
PROC03891,Manual,0,Proceso estándar
PROC03892,Manual,0,Proceso estándar
PROC03893,Manual,0,Proceso estándar
PROC03894,Manual,0,Proceso estándar
PROC03895,Revisión,2,Múltiples errores (2)
PROC03896,Manual,0,Proceso estándar
PROC03897,Manual,0,Proceso estándar
PROC03898,Manual,0,Proceso estándar
PROC03899,Manual,1,Prioridad Urgente
PROC03900,Revisión,2,Múltiples errores (2)
PROC03901,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03902,Manual,0,Proceso estándar
PROC03903,Manual,0,Proceso estándar
PROC03904,Manual,0,Proceso estándar
PROC03905,Manual,0,Proceso estándar
PROC03906,Manual,0,Proceso estándar
PROC03907,Manual,0,Proceso estándar
PROC03908,Manual,0,Proceso estándar
PROC03909,Manual,0,Proceso estándar
PROC03910,Manual,1,Prioridad Urgente
PROC03911,Manual,0,Proceso estándar
PROC03912,Manual,0,Proceso estándar
PROC03913,Manual,0,Proceso estándar
PROC03914,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03915,Manual,0,Proceso estándar
PROC03916,Manual,0,Proceso estándar
PROC03917,Manual,0,Proceso estándar
PROC03918,Manual,0,Proceso estándar
PROC03919,Manual,0,Proceso estándar
PROC03920,Manual,0,Proceso estándar
PROC03921,Manual,0,Proceso estándar
PROC03922,Manual,0,Proceso estándar
PROC03923,Manual,0,Proceso estándar
PROC03924,Manual,0,Proceso estándar
PROC03925,Manual,0,Proceso estándar
PROC03926,Manual,0,Proceso estándar
PROC03927,Manual,0,Proceso estándar
PROC03928,Manual,0,Proceso estándar
PROC03929,Manual,0,Proceso estándar
PROC03930,Manual,0,Proceso estándar
PROC03931,Manual,0,Proceso estándar
PROC03932,Manual,0,Proceso estándar
PROC03933,Manual,0,Proceso estándar
PROC03934,Manual,0,Proceso estándar
PROC03935,Manual,0,Proceso estándar
PROC03936,Manual,0,Proceso estándar
PROC03937,Manual,0,Proceso estándar
PROC03938,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03939,Manual,1,Prioridad Urgente
PROC03940,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03941,Revisión,3,Múltiples errores (2)
PROC03942,Manual,0,Proceso estándar
PROC03943,Manual,0,Proceso estándar
PROC03944,Manual,0,Proceso estándar
PROC03945,Manual,0,Proceso estándar
PROC03946,Manual,0,Proceso estándar
PROC03947,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03948,Manual,0,Proceso estándar
PROC03949,Manual,0,Proceso estándar
PROC03950,Revisión,2,Múltiples errores (2)
PROC03951,Manual,0,Proceso estándar
PROC03952,Manual,0,Proceso estándar
PROC03953,Revisión,2,Múltiples errores (2)
PROC03954,Manual,0,Proceso estándar
PROC03955,Manual,0,Proceso estándar
PROC03956,Manual,0,Proceso estándar
PROC03957,Manual,0,Proceso estándar
PROC03958,Manual,0,Proceso estándar
PROC03959,Manual,0,Proceso estándar
PROC03960,Manual,0,Proceso estándar
PROC03961,Manual,0,Proceso estándar
PROC03962,Manual,0,Proceso estándar
PROC03963,Manual,0,Proceso estándar
PROC03964,Manual,0,Proceso estándar
PROC03965,Manual,0,Proceso estándar
PROC03966,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03967,Manual,0,Proceso estándar
PROC03968,Manual,1,Prioridad Urgente
PROC03969,Manual,0,Proceso estándar
PROC03970,Manual,0,Proceso estándar
PROC03971,Manual,0,Proceso estándar
PROC03972,Manual,0,Proceso estándar
PROC03973,Manual,0,Proceso estándar
PROC03974,Manual,0,Proceso estándar
PROC03975,Manual,0,Proceso estándar
PROC03976,Manual,0,Proceso estándar
PROC03977,Manual,0,Proceso estándar
PROC03978,Manual,0,Proceso estándar
PROC03979,Manual,0,Proceso estándar
PROC03980,Manual,0,Proceso estándar
PROC03981,Revisión,2,Múltiples errores (2)
PROC03982,Manual,0,Proceso estándar
PROC03983,Manual,0,Proceso estándar
PROC03984,Manual,0,Proceso estándar
PROC03985,Manual,0,Proceso estándar
PROC03986,Manual,0,Proceso estándar
PROC03987,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03988,Manual,1,Prioridad Urgente
PROC03989,Manual,0,Proceso estándar
PROC03990,Manual,1,Prioridad Urgente
PROC03991,Manual,0,Proceso estándar
PROC03992,Manual,0,Proceso estándar
PROC03993,Manual,0,Proceso estándar
PROC03994,Manual,0,Proceso estándar
PROC03995,Revisión,2,Múltiples errores (2)
PROC03996,Revisión,2,Múltiples errores (2)
PROC03997,Manual,1,Prioridad Urgente
PROC03998,Manual,0,Proceso estándar
PROC03999,Manual,0,Proceso estándar
PROC04000,Manual,0,Proceso estándar
PROC04001,Manual,0,Proceso estándar
PROC04002,Manual,0,Proceso estándar
PROC04003,Manual,0,Proceso estándar
PROC04004,Revisión,2,Múltiples errores (3)
PROC04005,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC04006,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC04007,Manual,0,Proceso estándar
PROC04008,Manual,0,Proceso estándar
PROC04009,Manual,0,Proceso estándar
PROC04010,Manual,0,Proceso estándar
PROC04011,Manual,0,Proceso estándar
PROC04012,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC04013,Manual,0,Proceso estándar
PROC04014,Manual,0,Proceso estándar
PROC04015,Manual,0,Proceso estándar
PROC04016,Revisión,2,Múltiples errores (2)
PROC04017,Manual,0,Proceso estándar
PROC04018,Manual,0,Proceso estándar
PROC04019,Manual,0,Proceso estándar
PROC04020,Revisión,2,Múltiples errores (2)
PROC04021,Manual,0,Proceso estándar
PROC04022,Manual,0,Proceso estándar
PROC04023,Manual,0,Proceso estándar
PROC04024,Manual,0,Proceso estándar
PROC04025,Manual,0,Proceso estándar
PROC04026,Manual,0,Proceso estándar
PROC04027,Manual,0,Proceso estándar
PROC04028,Manual,0,Proceso estándar
PROC04029,Manual,0,Proceso estándar
PROC04030,Manual,0,Proceso estándar
PROC04031,Manual,0,Proceso estándar
PROC04032,Manual,0,Proceso estándar
PROC04033,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC04034,Manual,0,Proceso estándar
PROC04035,Manual,0,Proceso estándar
PROC04036,Manual,0,Proceso estándar
PROC04037,Manual,0,Proceso estándar
PROC04038,Manual,0,Proceso estándar
PROC04039,Manual,0,Proceso estándar
PROC04040,Manual,1,Prioridad Urgente
PROC04041,Manual,0,Proceso estándar
PROC04042,Manual,0,Proceso estándar
PROC04043,Manual,0,Proceso estándar
PROC04044,Manual,0,Proceso estándar
PROC04045,Manual,0,Proceso estándar
PROC04046,Manual,0,Proceso estándar
PROC04047,Manual,0,Proceso estándar
PROC04048,Manual,0,Proceso estándar
PROC04049,Manual,0,Proceso estándar
PROC04050,Manual,1,Prioridad Urgente
PROC04051,Manual,0,Proceso estándar
PROC04052,Revisión,2,Múltiples errores (2)
PROC04053,Manual,0,Proceso estándar
PROC04054,Manual,0,Proceso estándar
PROC04055,Manual,0,Proceso estándar
PROC04056,Manual,0,Proceso estándar
PROC04057,Manual,0,Proceso estándar
PROC04058,Manual,0,Proceso estándar
PROC04059,Manual,0,Proceso estándar
PROC04060,Revisión,2,Múltiples errores (2)
PROC04061,Manual,0,Proceso estándar
PROC04062,Manual,0,Proceso estándar
PROC04063,Manual,1,Prioridad Urgente
PROC04064,Manual,0,Proceso estándar
PROC04065,Manual,0,Proceso estándar
PROC04066,Revisión,2,Múltiples errores (2)
PROC04067,Manual,0,Proceso estándar
PROC04068,Manual,0,Proceso estándar
PROC04069,Manual,1,Prioridad Urgente
PROC04070,Manual,0,Proceso estándar
PROC04071,Manual,0,Proceso estándar
PROC04072,Manual,0,Proceso estándar
PROC04073,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC04074,Manual,0,Proceso estándar
PROC04075,Manual,0,Proceso estándar
PROC04076,Manual,0,Proceso estándar
PROC04077,Manual,0,Proceso estándar
PROC04078,Manual,1,Prioridad Urgente
PROC04079,Manual,0,Proceso estándar
PROC04080,Manual,0,Proceso estándar
PROC04081,Manual,0,Proceso estándar
PROC04082,Manual,0,Proceso estándar
PROC04083,Manual,0,Proceso estándar
PROC04084,Manual,0,Proceso estándar
PROC04085,Manual,0,Proceso estándar
PROC04086,Manual,0,Proceso estándar
PROC04087,Manual,0,Proceso estándar
PROC04088,Revisión,2,Múltiples errores (2)
PROC04089,Manual,0,Proceso estándar
PROC04090,Manual,0,Proceso estándar
PROC04091,Revisión,2,Múltiples errores (2)
PROC04092,Manual,0,Proceso estándar
PROC04093,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC04094,Manual,0,Proceso estándar
PROC04095,Manual,0,Proceso estándar
PROC04096,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC04097,Manual,0,Proceso estándar
PROC04098,Manual,0,Proceso estándar
PROC04099,Manual,0,Proceso estándar
PROC04100,Manual,0,Proceso estándar
PROC04101,Manual,0,Proceso estándar
PROC04102,Manual,0,Proceso estándar
PROC04103,Manual,0,Proceso estándar
PROC04104,Manual,0,Proceso estándar
PROC04105,Manual,0,Proceso estándar
PROC04106,Manual,0,Proceso estándar
PROC04107,Manual,0,Proceso estándar
PROC04108,Manual,0,Proceso estándar
PROC04109,Manual,0,Proceso estándar
PROC04110,Manual,0,Proceso estándar
PROC04111,Manual,0,Proceso estándar
PROC04112,Manual,0,Proceso estándar
PROC04113,Manual,1,Prioridad Urgente
PROC04114,Manual,0,Proceso estándar
PROC04115,Manual,0,Proceso estándar
PROC04116,Manual,0,Proceso estándar
PROC04117,Revisión,2,Múltiples errores (2)
PROC04118,Manual,0,Proceso estándar
PROC04119,Manual,0,Proceso estándar
PROC04120,Manual,0,Proceso estándar
PROC04121,Manual,0,Proceso estándar
PROC04122,Manual,0,Proceso estándar
PROC04123,Manual,0,Proceso estándar
PROC04124,Manual,0,Proceso estándar
PROC04125,Manual,0,Proceso estándar
PROC04126,Revisión,2,Múltiples errores (2)
PROC04127,Manual,0,Proceso estándar
PROC04128,Manual,0,Proceso estándar
PROC04129,Manual,0,Proceso estándar
PROC04130,Manual,0,Proceso estándar
PROC04131,Revisión,2,Múltiples errores (2)
PROC04132,Manual,0,Proceso estándar
PROC04133,Revisión,2,Múltiples errores (2)
PROC04134,Manual,0,Proceso estándar
PROC04135,Manual,0,Proceso estándar
PROC04136,Manual,0,Proceso estándar
PROC04137,Manual,0,Proceso estándar
PROC04138,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC04139,Manual,0,Proceso estándar
PROC04140,Revisión,2,Múltiples errores (2)
PROC04141,Manual,0,Proceso estándar
PROC04142,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC04143,Manual,0,Proceso estándar
PROC04144,Manual,0,Proceso estándar
PROC04145,Manual,0,Proceso estándar
PROC04146,Manual,0,Proceso estándar
PROC04147,Manual,0,Proceso estándar
PROC04148,Manual,0,Proceso estándar
PROC04149,Manual,0,Proceso estándar
PROC04150,Manual,0,Proceso estándar
PROC04151,Manual,0,Proceso estándar
PROC04152,Manual,0,Proceso estándar
PROC04153,Manual,0,Proceso estándar
PROC04154,Manual,0,Proceso estándar
PROC04155,Manual,0,Proceso estándar
PROC04156,Manual,0,Proceso estándar
PROC04157,Revisión,2,Múltiples errores (2)
PROC04158,Manual,0,Proceso estándar
PROC04159,Manual,1,Prioridad Urgente
PROC04160,Manual,0,Proceso estándar
PROC04161,Manual,0,Proceso estándar
PROC04162,Revisión,2,Múltiples errores (2)
PROC04163,Manual,0,Proceso estándar
PROC04164,Manual,0,Proceso estándar
PROC04165,Manual,0,Proceso estándar
PROC04166,Revisión,2,Múltiples errores (2)
PROC04167,Manual,0,Proceso estándar
PROC04168,Manual,0,Proceso estándar
PROC04169,Manual,0,Proceso estándar
PROC04170,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC04171,Manual,0,Proceso estándar
PROC04172,Manual,0,Proceso estándar
PROC04173,Manual,0,Proceso estándar
PROC04174,Manual,0,Proceso estándar
PROC04175,Manual,0,Proceso estándar
PROC04176,Revisión,2,Múltiples errores (2)
PROC04177,Revisión,2,Múltiples errores (2)
PROC04178,Manual,0,Proceso estándar
PROC04179,Manual,0,Proceso estándar
PROC04180,Manual,0,Proceso estándar
PROC04181,Manual,0,Proceso estándar
PROC04182,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC04183,Manual,0,Proceso estándar
PROC04184,Manual,0,Proceso estándar
PROC04185,Manual,0,Proceso estándar
PROC04186,Manual,0,Proceso estándar
PROC04187,Manual,0,Proceso estándar
PROC04188,Manual,0,Proceso estándar
PROC04189,Manual,0,Proceso estándar
PROC04190,Manual,0,Proceso estándar
PROC04191,Manual,0,Proceso estándar
PROC04192,Manual,0,Proceso estándar
PROC04193,Manual,0,Proceso estándar
PROC04194,Revisión,2,Múltiples errores (2)
PROC04195,Manual,0,Proceso estándar
PROC04196,Manual,0,Proceso estándar
PROC04197,Manual,0,Proceso estándar
PROC04198,Manual,0,Proceso estándar
PROC04199,Manual,0,Proceso estándar
PROC04200,Manual,0,Proceso estándar
PROC04201,Manual,0,Proceso estándar
PROC04202,Manual,0,Proceso estándar
PROC04203,Manual,0,Proceso estándar
PROC04204,Manual,0,Proceso estándar
PROC04205,Manual,0,Proceso estándar
PROC04206,Manual,0,Proceso estándar
PROC04207,Manual,0,Proceso estándar
PROC04208,Revisión,2,Múltiples errores (2)
PROC04209,Manual,0,Proceso estándar
PROC04210,Manual,0,Proceso estándar
PROC04211,Manual,0,Proceso estándar
PROC04212,Manual,0,Proceso estándar
PROC04213,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC04214,Manual,0,Proceso estándar
PROC04215,Manual,0,Proceso estándar
PROC04216,Manual,0,Proceso estándar
PROC04217,Manual,0,Proceso estándar
PROC04218,Revisión,2,Múltiples errores (2)
PROC04219,Manual,0,Proceso estándar
PROC04220,Manual,0,Proceso estándar
PROC04221,Manual,0,Proceso estándar
PROC04222,Manual,0,Proceso estándar
PROC04223,Revisión,2,Múltiples errores (2)
PROC04224,Manual,0,Proceso estándar
PROC04225,Manual,0,Proceso estándar
PROC04226,Manual,1,Prioridad Urgente
PROC04227,Manual,0,Proceso estándar
PROC04228,Manual,0,Proceso estándar
PROC04229,Manual,0,Proceso estándar
PROC04230,Manual,0,Proceso estándar
PROC04231,Manual,0,Proceso estándar
PROC04232,Manual,0,Proceso estándar
PROC04233,Manual,0,Proceso estándar
PROC04234,Manual,0,Proceso estándar
PROC04235,Manual,0,Proceso estándar
PROC04236,Manual,0,Proceso estándar
PROC04237,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC04238,Manual,0,Proceso estándar
PROC04239,Manual,0,Proceso estándar
PROC04240,Manual,0,Proceso estándar
PROC04241,Manual,0,Proceso estándar
PROC04242,Manual,0,Proceso estándar
PROC04243,Manual,0,Proceso estándar
PROC04244,Manual,0,Proceso estándar
PROC04245,Manual,0,Proceso estándar
PROC04246,Manual,0,Proceso estándar
PROC04247,Manual,0,Proceso estándar
PROC04248,Manual,0,Proceso estándar
PROC04249,Manual,0,Proceso estándar
PROC04250,Manual,0,Proceso estándar
PROC04251,Manual,0,Proceso estándar
PROC04252,Manual,0,Proceso estándar
PROC04253,Manual,0,Proceso estándar
PROC04254,Manual,0,Proceso estándar
PROC04255,Manual,0,Proceso estándar
PROC04256,Manual,0,Proceso estándar
PROC04257,Manual,1,Prioridad Urgente
PROC04258,Manual,0,Proceso estándar
PROC04259,Manual,0,Proceso estándar
PROC04260,Manual,0,Proceso estándar
PROC04261,Manual,0,Proceso estándar
PROC04262,Manual,0,Proceso estándar
PROC04263,Manual,0,Proceso estándar
PROC04264,Manual,0,Proceso estándar
PROC04265,Manual,0,Proceso estándar
PROC04266,Manual,0,Proceso estándar
PROC04267,Manual,0,Proceso estándar
PROC04268,Manual,0,Proceso estándar
PROC04269,Revisión,2,Múltiples errores (3)
PROC04270,Manual,0,Proceso estándar
PROC04271,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC04272,Manual,0,Proceso estándar
PROC04273,Manual,0,Proceso estándar
PROC04274,Manual,0,Proceso estándar
PROC04275,Manual,0,Proceso estándar
PROC04276,Revisión,2,Múltiples errores (2)
PROC04277,Manual,0,Proceso estándar
PROC04278,Manual,0,Proceso estándar
PROC04279,Manual,1,Prioridad Urgente
PROC04280,Manual,0,Proceso estándar
PROC04281,Manual,0,Proceso estándar
PROC04282,Revisión,2,Múltiples errores (2)
PROC04283,Manual,0,Proceso estándar
PROC04284,Manual,0,Proceso estándar
PROC04285,Manual,0,Proceso estándar
PROC04286,Manual,0,Proceso estándar
PROC04287,Manual,0,Proceso estándar
PROC04288,Manual,0,Proceso estándar
PROC04289,Manual,0,Proceso estándar
PROC04290,Manual,0,Proceso estándar
PROC04291,Manual,0,Proceso estándar
PROC04292,Manual,0,Proceso estándar
PROC04293,Manual,0,Proceso estándar
PROC04294,Manual,0,Proceso estándar
PROC04295,Manual,0,Proceso estándar
PROC04296,Revisión,2,Múltiples errores (2)
PROC04297,Manual,0,Proceso estándar
PROC04298,Manual,0,Proceso estándar
PROC04299,Manual,0,Proceso estándar
PROC04300,Manual,0,Proceso estándar
PROC04301,Manual,1,Prioridad Urgente
PROC04302,Manual,0,Proceso estándar
PROC04303,Manual,0,Proceso estándar
PROC04304,Manual,0,Proceso estándar
PROC04305,Manual,0,Proceso estándar
PROC04306,Manual,1,Prioridad Urgente
PROC04307,Manual,0,Proceso estándar
PROC04308,Manual,0,Proceso estándar
PROC04309,Revisión,2,Múltiples errores (2)
PROC04310,Manual,0,Proceso estándar
PROC04311,Revisión,2,Múltiples errores (2)
PROC04312,Manual,0,Proceso estándar
PROC04313,Manual,0,Proceso estándar
PROC04314,Manual,0,Proceso estándar
PROC04315,Manual,0,Proceso estándar
PROC04316,Manual,0,Proceso estándar
PROC04317,Manual,0,Proceso estándar
PROC04318,Manual,0,Proceso estándar
PROC04319,Manual,0,Proceso estándar
PROC04320,Manual,0,Proceso estándar
PROC04321,Manual,0,Proceso estándar
PROC04322,Manual,1,Prioridad Urgente
PROC04323,Manual,0,Proceso estándar
PROC04324,Manual,0,Proceso estándar
PROC04325,Manual,0,Proceso estándar
PROC04326,Revisión,2,Múltiples errores (2)
PROC04327,Manual,0,Proceso estándar
PROC04328,Manual,0,Proceso estándar
PROC04329,Manual,0,Proceso estándar
PROC04330,Manual,1,Prioridad Urgente
PROC04331,Manual,0,Proceso estándar
PROC04332,Manual,0,Proceso estándar
PROC04333,Manual,0,Proceso estándar
PROC04334,Manual,0,Proceso estándar
PROC04335,Manual,0,Proceso estándar
PROC04336,Manual,1,Prioridad Urgente
PROC04337,Manual,0,Proceso estándar
PROC04338,Revisión,2,Múltiples errores (2)
PROC04339,Manual,0,Proceso estándar
PROC04340,Manual,0,Proceso estándar
PROC04341,Manual,0,Proceso estándar
PROC04342,Manual,0,Proceso estándar
PROC04343,Manual,0,Proceso estándar
PROC04344,Manual,0,Proceso estándar
PROC04345,Manual,0,Proceso estándar
PROC04346,Manual,0,Proceso estándar
PROC04347,Manual,0,Proceso estándar
PROC04348,Manual,0,Proceso estándar
PROC04349,Manual,0,Proceso estándar
PROC04350,Manual,0,Proceso estándar
PROC04351,Manual,0,Proceso estándar
PROC04352,Manual,1,Prioridad Urgente
PROC04353,Manual,0,Proceso estándar
PROC04354,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC04355,Manual,0,Proceso estándar
PROC04356,Revisión,2,Múltiples errores (2)
PROC04357,Manual,0,Proceso estándar
PROC04358,Manual,0,Proceso estándar
PROC04359,Manual,0,Proceso estándar
PROC04360,Manual,0,Proceso estándar
PROC04361,Manual,0,Proceso estándar
PROC04362,Manual,0,Proceso estándar
PROC04363,Manual,0,Proceso estándar
PROC04364,Manual,1,Prioridad Urgente
PROC04365,Manual,0,Proceso estándar
PROC04366,Manual,1,Prioridad Urgente
PROC04367,Manual,0,Proceso estándar
PROC04368,Manual,0,Proceso estándar
PROC04369,Manual,0,Proceso estándar
PROC04370,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC04371,Manual,0,Proceso estándar
PROC04372,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC04373,Manual,0,Proceso estándar
PROC04374,Manual,0,Proceso estándar
PROC04375,Manual,0,Proceso estándar
PROC04376,Manual,1,Prioridad Urgente
PROC04377,Manual,0,Proceso estándar
PROC04378,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC04379,Revisión,2,Múltiples errores (2)
PROC04380,Manual,0,Proceso estándar
PROC04381,Revisión,3,Múltiples errores (2)
